Iteration, Death_0, Death_1, Death_2, Death_3, Death_4, Death_5, Death_6, Death_7, Death_8, Death_9, Death_10, Death_11, Death_12, Death_13, Death_14, Death_15, Death_16, Death_17, Death_18, Death_19, Death_20, Death_21, Death_22, Death_23, Death_24, Death_25, Death_26, Death_27, Death_28, Death_29, Death_30, Death_31, Death_32, Death_33, Death_34, Death_35, Death_36, Death_37, Death_38, Death_39, Death_40, Death_41, Death_42, Death_43, Death_44, Death_45, Death_46, Death_47, Death_48, Death_49, Death_50, Death_51, Death_52, Death_53, Death_54, Death_55, Death_56, Death_57, Death_58, Death_59, Death_60, Death_61, Death_62, Death_63, Death_64, Death_65, Death_66, Death_67, Death_68, Death_69, Death_70, Death_71, Death_72, Death_73, Death_74, Death_75, Death_76, Death_77, Death_78, Death_79
54, 6, 7, 4, 15, 5, 8, 6, 12, 4, 5, 9, 4, 7, 3, 3, 8, 7, 11, 10, 6, 12, 7, 8, 9, 4, 5, 9, 5, 4, 7, 9, 9, 4, 6, 6, 6, 4, 7, 5, 4, 7, 3, 14, 7, 4, 9, 5, 7, 8, 9, 4, 6, 4, 5, 6, 3, 10, 5, 7, 3, 12, 7, 7, 4, 4, 3, 3, 4, 8, 5, 10, 13, 7, 6, 6, 10, 7, 8, 5, 2
55, 6, 7, 4, 15, 5, 8, 7, 12, 4, 5, 9, 5, 7, 3, 3, 8, 7, 11, 10, 6, 12, 7, 8, 9, 4, 5, 9, 6, 4, 7, 9, 9, 4, 6, 6, 6, 4, 7, 5, 4, 7, 3, 14, 7, 4, 9, 5, 7, 8, 9, 4, 6, 4, 5, 6, 3, 10, 5, 7, 3, 12, 7, 7, 4, 4, 3, 3, 4, 8, 5, 12, 13, 7, 6, 6, 10, 8, 8, 5, 2
56, 6, 7, 4, 15, 5, 8, 7, 12, 4, 5, 9, 5, 7, 3, 3, 8, 7, 11, 10, 6, 12, 7, 8, 9, 5, 5, 9, 6, 4, 7, 9, 9, 5, 6, 6, 6, 4, 7, 5, 4, 7, 3, 14, 8, 4, 9, 5, 7, 8, 9, 4, 6, 5, 5, 6, 3, 10, 5, 7, 3, 12, 7, 7, 4, 4, 3, 3, 4, 8, 6, 12, 13, 7, 7, 6, 10, 9, 8, 5, 2
57, 6, 7, 4, 15, 5, 8, 8, 12, 4, 5, 9, 5, 7, 3, 3, 8, 7, 11, 10, 6, 12, 7, 8, 9, 5, 6, 9, 6, 4, 7, 9, 9, 5, 6, 6, 6, 5, 7, 6, 4, 7, 3, 14, 8, 4, 9, 5, 7, 8, 9, 4, 6, 5, 5, 6, 3, 10, 5, 7, 3, 12, 7, 7, 4, 4, 3, 3, 4, 8, 6, 13, 13, 7, 7, 6, 10, 9, 8, 5, 2
58, 6, 7, 4, 15, 5, 9, 8, 12, 4, 5, 9, 5, 7, 3, 3, 8, 8, 11, 10, 6, 12, 7, 8, 10, 5, 7, 9, 6, 4, 8, 9, 9, 5, 6, 6, 6, 5, 7, 6, 4, 7, 3, 14, 9, 4, 9, 5, 7, 8, 9, 4, 6, 5, 5, 6, 3, 10, 5, 8, 3, 12, 7, 7, 4, 4, 3, 4, 4, 8, 6, 13, 13, 7, 7, 7, 10, 9, 8, 5, 2
59, 6, 8, 4, 15, 5, 9, 8, 12, 4, 5, 10, 5, 7, 3, 3, 9, 9, 11, 10, 6, 12, 7, 8, 10, 5, 7, 9, 6, 4, 8, 10, 9, 5, 6, 6, 7, 6, 7, 6, 4, 7, 3, 14, 9, 5, 9, 5, 7, 8, 9, 4, 6, 5, 5, 6, 3, 10, 6, 8, 3, 13, 7, 7, 4, 4, 3, 4, 4, 8, 6, 13, 13, 7, 7, 7, 10, 9, 8, 5, 2
60, 6, 8, 4, 15, 5, 9, 8, 13, 4, 5, 10, 5, 7, 3, 3, 10, 9, 11, 10, 6, 13, 7, 8, 10, 5, 7, 9, 6, 4, 9, 10, 9, 5, 6, 6, 7, 6, 7, 6, 4, 7, 3, 14, 9, 5, 9, 5, 7, 9, 9, 4, 6, 5, 5, 6, 3, 10, 6, 8, 3, 13, 7, 7, 4, 4, 3, 4, 4, 8, 6, 13, 13, 7, 7, 7, 10, 9, 8, 5, 2
61, 6, 8, 4, 15, 5, 10, 8, 13, 4, 5, 11, 5, 7, 3, 3, 11, 9, 11, 10, 6, 13, 7, 8, 10, 6, 7, 9, 6, 4, 9, 10, 9, 5, 6, 6, 7, 6, 7, 6, 5, 8, 3, 14, 9, 5, 9, 5, 7, 9, 9, 4, 6, 5, 5, 6, 3, 10, 6, 8, 3, 13, 7, 7, 4, 4, 3, 4, 4, 8, 6, 13, 13, 7, 7, 7, 10, 9, 8, 5, 2
62, 6, 8, 4, 15, 5, 10, 8, 13, 4, 6, 11, 6, 7, 3, 3, 12, 9, 11, 10, 6, 13, 7, 9, 10, 7, 7, 9, 6, 4, 9, 10, 9, 5, 6, 6, 7, 6, 7, 6, 5, 8, 3, 14, 9, 5, 9, 5, 7, 9, 9, 4, 6, 5, 6, 7, 3, 10, 7, 8, 3, 13, 7, 7, 4, 4, 3, 6, 4, 8, 6, 13, 13, 7, 7, 7, 10, 9, 8, 5, 2
63, 6, 8, 4, 15, 5, 10, 8, 13, 4, 6, 11, 6, 7, 3, 3, 13, 10, 11, 10, 6, 13, 7, 9, 10, 8, 8, 9, 6, 4, 9, 10, 9, 5, 6, 6, 7, 6, 7, 7, 5, 8, 3, 14, 9, 5, 9, 6, 7, 9, 9, 4, 6, 6, 6, 7, 4, 10, 7, 8, 3, 13, 7, 7, 4, 4, 3, 6, 4, 9, 6, 13, 13, 7, 7, 7, 10, 9, 8, 5, 2
64, 6, 8, 4, 15, 5, 10, 8, 13, 4, 6, 11, 6, 7, 3, 3, 13, 10, 12, 10, 7, 13, 9, 9, 10, 9, 8, 10, 6, 4, 9, 12, 9, 5, 6, 6, 7, 6, 7, 7, 5, 8, 3, 15, 9, 5, 9, 6, 7, 9, 10, 4, 6, 6, 6, 7, 4, 10, 7, 8, 4, 14, 7, 7, 4, 5, 3, 6, 4, 9, 6, 13, 13, 7, 7, 7, 10, 9, 8, 5, 2
65, 6, 8, 4, 15, 5, 10, 9, 13, 4, 7, 11, 6, 7, 3, 3, 13, 10, 12, 10, 8, 13, 9, 9, 10, 11, 8, 10, 6, 5, 10, 13, 9, 5, 6, 6, 7, 6, 7, 7, 5, 8, 4, 15, 9, 5, 9, 6, 7, 9, 10, 4, 6, 7, 6, 7, 4, 10, 7, 8, 4, 14, 7, 8, 4, 5, 3, 6, 4, 9, 6, 13, 13, 7, 7, 7, 10, 9, 8, 5, 2
66, 6, 8, 4, 15, 5, 10, 9, 14, 4, 7, 11, 6, 7, 3, 3, 13, 10, 12, 10, 8, 13, 9, 9, 10, 11, 8, 10, 6, 5, 10, 13, 9, 5, 6, 6, 7, 6, 7, 7, 5, 8, 4, 15, 9, 5, 9, 6, 7, 9, 10, 4, 6, 7, 8, 7, 4, 10, 7, 8, 5, 14, 7, 8, 4, 5, 3, 6, 4, 9, 6, 13, 13, 8, 8, 7, 10, 9, 8, 5, 2
67, 6, 8, 4, 15, 5, 10, 10, 14, 4, 7, 11, 6, 8, 5, 3, 13, 10, 12, 10, 8, 13, 9, 9, 10, 11, 8, 10, 6, 5, 10, 13, 9, 5, 6, 6, 7, 6, 7, 7, 5, 9, 4, 15, 9, 5, 9, 6, 7, 10, 10, 4, 6, 7, 8, 7, 4, 10, 8, 8, 5, 14, 7, 8, 4, 5, 3, 6, 4, 9, 6, 13, 13, 8, 8, 7, 10, 9, 8, 5, 2
68, 6, 8, 4, 15, 5, 10, 10, 15, 5, 7, 11, 6, 8, 6, 3, 14, 11, 12, 10, 8, 13, 9, 9, 10, 12, 8, 10, 6, 5, 10, 13, 9, 5, 6, 6, 7, 6, 7, 7, 5, 9, 4, 15, 9, 5, 9, 6, 7, 10, 11, 4, 6, 7, 8, 7, 5, 10, 8, 8, 5, 14, 7, 8, 4, 5, 3, 6, 4, 9, 6, 13, 13, 8, 8, 7, 10, 9, 8, 5, 2
69, 6, 8, 4, 16, 5, 10, 10, 15, 5, 7, 11, 6, 8, 6, 3, 15, 11, 12, 10, 8, 13, 9, 9, 11, 12, 8, 10, 6, 5, 10, 13, 9, 5, 6, 6, 7, 6, 7, 7, 5, 9, 4, 15, 9, 5, 9, 6, 7, 10, 11, 4, 6, 7, 8, 7, 5, 10, 8, 8, 5, 14, 8, 8, 4, 5, 3, 6, 4, 9, 6, 13, 13, 9, 8, 7, 11, 9, 8, 5, 2
70, 6, 8, 4, 16, 5, 10, 11, 15, 5, 7, 11, 7, 8, 6, 3, 15, 11, 12, 10, 8, 13, 9, 10, 11, 13, 8, 10, 6, 5, 10, 14, 9, 5, 6, 6, 7, 6, 7, 7, 5, 9, 4, 15, 9, 5, 9, 6, 7, 10, 12, 4, 6, 7, 8, 7, 5, 10, 9, 8, 5, 15, 8, 8, 4, 5, 3, 6, 4, 9, 6, 13, 13, 9, 8, 7, 11, 9, 8, 5, 2
71, 7, 8, 4, 16, 5, 10, 11, 15, 5, 7, 11, 7, 8, 6, 3, 15, 11, 12, 10, 8, 13, 9, 10, 11, 14, 9, 10, 6, 5, 10, 14, 9, 5, 6, 6, 7, 6, 7, 7, 5, 9, 4, 15, 9, 5, 9, 6, 7, 10, 12, 4, 6, 7, 8, 7, 5, 10, 10, 8, 5, 15, 8, 8, 4, 5, 3, 6, 4, 9, 6, 13, 13, 9, 8, 7, 11, 9, 8, 5, 2
72, 7, 8, 4, 16, 5, 10, 11, 15, 5, 7, 11, 7, 8, 6, 3, 15, 11, 12, 10, 8, 13, 9, 10, 11, 14, 9, 10, 6, 6, 10, 14, 9, 5, 6, 6, 7, 6, 7, 7, 5, 9, 4, 15, 9, 5, 9, 6, 7, 10, 13, 4, 6, 7, 8, 7, 5, 10, 10, 8, 5, 15, 8, 8, 4, 5, 3, 6, 4, 9, 6, 13, 13, 9, 9, 7, 11, 9, 8, 5, 2
73, 7, 8, 4, 16, 5, 10, 12, 16, 5, 7, 11, 7, 8, 6, 3, 15, 11, 12, 10, 8, 13, 9, 10, 11, 14, 9, 10, 6, 6, 10, 14, 9, 5, 6, 6, 7, 6, 7, 7, 5, 10, 4, 15, 12, 5, 9, 6, 7, 10, 13, 4, 6, 7, 8, 8, 5, 11, 10, 8, 5, 15, 9, 8, 4, 5, 3, 6, 4, 9, 6, 13, 13, 9, 9, 7, 11, 9, 8, 5, 2
74, 7, 8, 4, 16, 5, 10, 12, 16, 5, 7, 11, 7, 8, 7, 3, 15, 11, 12, 10, 8, 13, 9, 10, 11, 14, 9, 10, 6, 6, 10, 15, 9, 5, 6, 6, 7, 6, 7, 7, 5, 10, 4, 15, 12, 6, 9, 6, 7, 10, 13, 4, 6, 7, 8, 9, 5, 11, 10, 8, 5, 15, 9, 8, 4, 5, 3, 7, 4, 9, 6, 13, 13, 9, 9, 7, 11, 9, 8, 5, 2
75, 7, 8, 4, 16, 5, 10, 12, 16, 5, 7, 11, 7, 8, 7, 3, 15, 11, 12, 10, 8, 13, 9, 10, 11, 14, 9, 10, 6, 6, 10, 15, 9, 5, 6, 6, 7, 6, 7, 7, 5, 10, 4, 15, 12, 6, 9, 7, 7, 10, 13, 4, 7, 7, 8, 9, 5, 12, 10, 8, 5, 15, 9, 8, 4, 5, 3, 7, 4, 9, 6, 13, 13, 9, 9, 7, 11, 9, 8, 5, 2
76, 7, 8, 4, 16, 5, 10, 12, 16, 5, 7, 11, 7, 8, 7, 4, 15, 11, 12, 10, 8, 13, 9, 10, 11, 14, 9, 10, 6, 6, 10, 15, 9, 5, 6, 6, 7, 6, 7, 7, 5, 10, 4, 15, 13, 6, 9, 7, 7, 10, 13, 4, 7, 7, 8, 9, 5, 12, 10, 8, 5, 15, 9, 8, 4, 5, 3, 8, 4, 9, 6, 13, 13, 9, 9, 7, 11, 9, 8, 5, 2
77, 7, 8, 4, 16, 5, 10, 12, 16, 5, 7, 11, 7, 8, 7, 4, 15, 11, 13, 10, 9, 13, 9, 10, 11, 14, 9, 10, 6, 6, 10, 15, 9, 5, 6, 6, 7, 6, 7, 7, 6, 10, 4, 15, 13, 6, 9, 7, 7, 10, 13, 4, 7, 7, 8, 9, 5, 12, 10, 8, 5, 15, 9, 8, 4, 5, 3, 8, 4, 9, 6, 13, 13, 9, 9, 7, 11, 9, 8, 5, 4
78, 7, 8, 4, 16, 5, 10, 12, 16, 5, 7, 11, 7, 8, 7, 4, 15, 11, 13, 10, 9, 13, 9, 11, 11, 15, 9, 10, 6, 6, 10, 15, 9, 5, 6, 7, 8, 6, 7, 7, 6, 10, 4, 15, 13, 6, 9, 7, 7, 10, 13, 4, 7, 7, 8, 9, 5, 12, 10, 9, 6, 15, 9, 8, 5, 5, 4, 8, 4, 9, 6, 14, 13, 9, 9, 7, 11, 9, 8, 5, 4
79, 7, 9, 4, 16, 5, 10, 12, 16, 5, 7, 11, 7, 8, 7, 4, 15, 11, 13, 10, 9, 13, 9, 13, 11, 15, 9, 10, 6, 6, 10, 15, 9, 5, 6, 7, 8, 6, 7, 7, 6, 10, 4, 15, 13, 6, 9, 8, 7, 10, 13, 4, 7, 7, 8, 9, 5, 12, 10, 9, 6, 15, 9, 9, 5, 5, 5, 8, 4, 9, 6, 14, 13, 9, 9, 7, 11, 9, 8, 5, 4
80, 7, 9, 5, 16, 5, 10, 12, 17, 5, 7, 11, 7, 8, 7, 4, 15, 11, 13, 10, 9, 13, 9, 13, 11, 15, 9, 10, 6, 6, 10, 15, 9, 5, 6, 8, 8, 6, 7, 7, 7, 10, 4, 15, 13, 6, 9, 8, 7, 10, 14, 5, 7, 7, 8, 9, 5, 12, 10, 9, 6, 15, 9, 9, 5, 5, 5, 8, 4, 9, 6, 14, 13, 9, 9, 7, 11, 9, 8, 5, 4
81, 7, 9, 5, 16, 5, 10, 13, 17, 5, 7, 12, 7, 8, 7, 4, 15, 11, 13, 10, 9, 13, 9, 13, 11, 15, 9, 10, 6, 7, 10, 15, 9, 5, 6, 9, 8, 6, 7, 7, 7, 10, 4, 15, 13, 6, 9, 8, 7, 10, 14, 5, 7, 7, 8, 9, 5, 12, 10, 9, 6, 15, 9, 9, 5, 5, 5, 8, 4, 9, 6, 14, 13, 9, 9, 7, 11, 9, 8, 5, 4
82, 7, 9, 5, 17, 5, 10, 14, 18, 5, 7, 12, 7, 8, 7, 4, 15, 11, 13, 10, 10, 13, 9, 14, 11, 15, 9, 10, 6, 7, 10, 15, 10, 5, 6, 9, 8, 7, 7, 7, 7, 10, 4, 15, 13, 6, 9, 8, 7, 10, 14, 5, 7, 7, 8, 9, 5, 12, 10, 9, 6, 15, 9, 10, 5, 5, 5, 8, 4, 9, 6, 14, 13, 9, 9, 7, 11, 9, 8, 5, 4
83, 7, 9, 5, 18, 5, 10, 14, 18, 5, 7, 12, 7, 8, 7, 4, 15, 11, 13, 13, 10, 13, 9, 14, 11, 15, 9, 10, 7, 7, 10, 15, 10, 5, 6, 9, 8, 7, 7, 7, 7, 10, 4, 15, 13, 6, 9, 8, 7, 10, 14, 5, 7, 8, 8, 9, 5, 12, 10, 9, 6, 15, 9, 11, 5, 5, 5, 8, 4, 9, 6, 14, 13, 9, 9, 7, 11, 9, 8, 5, 4
84, 7, 9, 5, 18, 5, 10, 14, 18, 5, 7, 12, 7, 8, 7, 4, 15, 11, 13, 13, 10, 13, 9, 14, 12, 15, 9, 10, 7, 7, 10, 15, 10, 5, 6, 10, 8, 7, 7, 7, 7, 10, 4, 15, 14, 6, 9, 8, 7, 10, 14, 5, 7, 8, 8, 9, 5, 12, 10, 9, 6, 15, 9, 11, 5, 5, 5, 8, 4, 10, 6, 14, 13, 9, 9, 7, 11, 9, 8, 5, 4
85, 7, 9, 5, 18, 5, 10, 14, 18, 5, 7, 12, 7, 8, 7, 4, 15, 11, 13, 13, 11, 13, 9, 15, 12, 15, 9, 10, 7, 8, 10, 15, 10, 5, 6, 10, 8, 7, 7, 7, 8, 10, 4, 15, 14, 6, 9, 8, 7, 10, 14, 7, 7, 8, 8, 9, 5, 12, 10, 9, 6, 15, 9, 12, 5, 5, 5, 9, 4, 10, 6, 14, 13, 9, 9, 7, 11, 9, 8, 6, 4
86, 7, 9, 5, 18, 5, 10, 14, 18, 5, 8, 12, 7, 8, 7, 4, 15, 11, 13, 13, 11, 13, 9, 15, 12, 15, 9, 10, 7, 8, 10, 15, 10, 5, 6, 10, 8, 7, 7, 7, 8, 10, 4, 15, 14, 6, 9, 8, 7, 10, 14, 7, 7, 8, 8, 9, 5, 12, 10, 9, 6, 15, 9, 12, 5, 5, 5, 9, 4, 10, 6, 14, 14, 9, 9, 7, 11, 9, 9, 6, 4
87, 7, 9, 5, 18, 5, 10, 14, 18, 5, 8, 12, 7, 8, 7, 4, 15, 11, 13, 13, 11, 13, 9, 15, 12, 15, 9, 10, 7, 9, 11, 16, 11, 5, 6, 10, 8, 7, 7, 7, 8, 10, 4, 17, 14, 6, 9, 8, 7, 12, 14, 7, 7, 8, 8, 9, 5, 12, 10, 9, 7, 15, 9, 12, 5, 6, 5, 9, 4, 10, 6, 14, 14, 9, 9, 7, 11, 9, 9, 6, 4
88, 7, 9, 6, 18, 5, 11, 14, 19, 5, 8, 12, 8, 8, 7, 4, 15, 11, 13, 13, 11, 13, 9, 15, 12, 15, 9, 10, 7, 9, 12, 16, 11, 5, 6, 10, 8, 7, 7, 7, 8, 10, 4, 17, 14, 6, 9, 8, 7, 12, 14, 7, 7, 8, 8, 9, 5, 12, 10, 9, 7, 15, 9, 12, 5, 6, 5, 9, 4, 10, 6, 14, 14, 9, 9, 7, 11, 9, 9, 6, 4
89, 7, 9, 7, 18, 5, 11, 14, 20, 5, 8, 12, 8, 8, 7, 5, 15, 11, 13, 13, 11, 13, 9, 15, 12, 15, 9, 10, 7, 9, 12, 16, 11, 5, 6, 10, 8, 7, 7, 7, 8, 10, 4, 17, 15, 7, 9, 8, 7, 13, 14, 7, 7, 8, 8, 9, 5, 12, 10, 9, 7, 15, 9, 12, 5, 6, 6, 9, 4, 10, 6, 14, 14, 9, 9, 7, 11, 9, 9, 6, 4
90, 7, 9, 8, 18, 5, 11, 15, 21, 5, 8, 12, 8, 8, 7, 5, 15, 11, 13, 13, 11, 13, 9, 15, 12, 15, 9, 10, 7, 9, 13, 16, 11, 5, 6, 10, 8, 7, 7, 8, 8, 10, 4, 17, 15, 7, 10, 8, 7, 13, 14, 7, 7, 9, 8, 9, 5, 12, 10, 9, 7, 15, 9, 12, 5, 6, 6, 9, 4, 10, 6, 14, 14, 9, 9, 7, 11, 9, 10, 6, 4
91, 7, 9, 8, 18, 5, 11, 15, 22, 5, 8, 12, 8, 8, 7, 5, 15, 11, 13, 13, 11, 13, 9, 15, 12, 15, 9, 10, 7, 9, 13, 16, 12, 5, 6, 10, 8, 7, 7, 9, 8, 10, 4, 17, 15, 7, 10, 8, 7, 13, 14, 7, 7, 10, 8, 9, 5, 12, 10, 9, 8, 15, 9, 12, 5, 6, 6, 9, 4, 10, 6, 14, 14, 10, 9, 8, 11, 9, 10, 6, 4
92, 7, 9, 8, 18, 5, 11, 15, 22, 5, 8, 12, 8, 8, 7, 5, 15, 11, 13, 13, 11, 14, 9, 15, 12, 15, 9, 11, 7, 9, 13, 16, 12, 5, 6, 10, 8, 7, 7, 11, 8, 10, 4, 17, 15, 7, 10, 8, 7, 13, 14, 7, 7, 11, 8, 9, 6, 12, 10, 10, 8, 15, 10, 12, 6, 6, 6, 9, 4, 10, 6, 14, 14, 10, 9, 9, 11, 9, 10, 6, 4
93, 7, 9, 8, 18, 5, 11, 15, 23, 5, 8, 12, 8, 8, 7, 6, 15, 11, 13, 13, 11, 14, 9, 15, 12, 15, 9, 11, 7, 9, 14, 16, 12, 5, 6, 10, 8, 7, 7, 11, 8, 10, 5, 17, 15, 7, 10, 9, 7, 13, 14, 7, 7, 11, 8, 9, 6, 12, 10, 10, 8, 15, 10, 12, 6, 6, 6, 9, 4, 10, 6, 14, 15, 10, 9, 9, 11, 9, 10, 6, 4
94, 8, 9, 8, 19, 5, 11, 15, 23, 5, 8, 12, 9, 8, 7, 7, 15, 12, 13, 13, 11, 15, 9, 15, 12, 15, 9, 11, 7, 9, 14, 16, 13, 5, 6, 10, 8, 7, 7, 11, 8, 10, 5, 17, 15, 7, 11, 9, 7, 13, 14, 7, 7, 11, 8, 9, 6, 12, 10, 10, 8, 15, 10, 12, 6, 7, 6, 9, 4, 10, 8, 14, 15, 10, 9, 9, 11, 9, 10, 6, 4
95, 8, 9, 8, 19, 5, 11, 15, 23, 5, 8, 12, 9, 8, 7, 7, 15, 13, 13, 13, 11, 16, 9, 15, 12, 15, 9, 11, 7, 9, 14, 16, 13, 6, 6, 10, 8, 7, 7, 11, 8, 10, 5, 18, 15, 8, 11, 9, 7, 13, 14, 7, 7, 11, 8, 9, 6, 12, 10, 10, 8, 15, 10, 12, 7, 7, 6, 9, 4, 11, 8, 14, 15, 10, 9, 9, 11, 9, 10, 6, 4
96, 8, 9, 8, 19, 5, 11, 15, 23, 5, 8, 12, 9, 8, 7, 7, 15, 13, 13, 13, 11, 16, 9, 15, 12, 15, 9, 11, 7, 9, 14, 16, 13, 6, 6, 11, 8, 7, 7, 11, 8, 10, 6, 18, 15, 8, 11, 10, 7, 13, 14, 7, 7, 11, 8, 9, 6, 12, 10, 10, 8, 15, 10, 12, 8, 7, 6, 9, 4, 11, 8, 14, 15, 10, 9, 9, 11, 9, 10, 6, 4
97, 8, 9, 8, 19, 5, 11, 16, 24, 5, 8, 12, 9, 8, 7, 7, 15, 13, 13, 13, 11, 16, 9, 15, 12, 15, 9, 11, 7, 9, 14, 16, 13, 6, 6, 11, 8, 7, 7, 11, 8, 10, 6, 18, 15, 8, 11, 10, 7, 13, 14, 7, 7, 11, 8, 9, 6, 13, 10, 10, 8, 15, 10, 12, 9, 8, 6, 9, 4, 11, 9, 15, 15, 10, 9, 10, 11, 9, 10, 6, 4
98, 8, 10, 8, 19, 5, 11, 16, 24, 5, 8, 12, 9, 8, 7, 7, 15, 13, 13, 13, 11, 16, 9, 15, 12, 15, 9, 11, 7, 9, 14, 16, 13, 6, 6, 11, 8, 7, 7, 11, 8, 10, 6, 19, 15, 8, 12, 10, 7, 13, 15, 7, 7, 11, 8, 9, 6, 14, 10, 10, 8, 15, 11, 12, 9, 8, 6, 9, 4, 11, 9, 15, 15, 10, 9, 10, 11, 9, 10, 6, 4
99, 8, 10, 8, 19, 5, 11, 16, 24, 6, 8, 12, 9, 8, 7, 7, 15, 13, 13, 14, 11, 16, 9, 15, 12, 15, 9, 11, 7, 9, 15, 16, 13, 6, 6, 12, 8, 7, 7, 11, 8, 11, 7, 19, 15, 8, 12, 10, 7, 13, 15, 7, 7, 11, 8, 9, 7, 14, 10, 10, 9, 16, 11, 12, 9, 8, 6, 9, 4, 11, 10, 15, 15, 10, 9, 10, 11, 9, 10, 6, 4
100, 8, 10, 8, 19, 5, 11, 16, 25, 6, 8, 12, 9, 8, 7, 7, 15, 13, 13, 14, 11, 16, 9, 15, 12, 15, 9, 11, 7, 9, 15, 16, 13, 6, 6, 12, 8, 7, 7, 11, 8, 11, 7, 19, 15, 8, 12, 10, 7, 13, 15, 7, 7, 11, 8, 9, 7, 14, 10, 10, 9, 16, 11, 12, 9, 9, 6, 10, 4, 11, 10, 15, 15, 10, 9, 10, 11, 9, 10, 6, 4
101, 8, 10, 8, 19, 5, 11, 16, 25, 6, 8, 12, 9, 8, 7, 8, 15, 13, 13, 15, 11, 16, 9, 15, 12, 15, 9, 11, 7, 9, 15, 16, 13, 6, 7, 12, 8, 7, 7, 11, 8, 11, 7, 19, 15, 8, 12, 10, 7, 13, 15, 7, 7, 11, 8, 9, 7, 14, 10, 10, 9, 17, 12, 12, 9, 9, 6, 10, 4, 11, 11, 15, 15, 10, 9, 10, 11, 9, 10, 6, 4
102, 8, 11, 9, 20, 5, 11, 16, 26, 6, 8, 12, 9, 8, 7, 8, 15, 13, 14, 15, 11, 16, 9, 15, 12, 15, 9, 12, 7, 9, 15, 17, 13, 6, 7, 12, 8, 7, 7, 11, 8, 12, 7, 19, 15, 8, 13, 10, 7, 13, 15, 7, 7, 11, 8, 9, 7, 14, 10, 10, 9, 17, 13, 12, 9, 10, 6, 10, 4, 11, 11, 15, 15, 10, 9, 10, 11, 9, 10, 6, 5
103, 8, 12, 9, 20, 5, 11, 16, 26, 6, 8, 12, 9, 8, 7, 9, 15, 13, 14, 15, 11, 16, 9, 15, 12, 15, 9, 12, 7, 9, 15, 17, 13, 6, 7, 12, 8, 7, 7, 11, 9, 13, 7, 19, 15, 8, 13, 10, 8, 14, 15, 7, 7, 11, 8, 9, 7, 14, 10, 10, 9, 17, 13, 12, 9, 10, 6, 10, 4, 11, 11, 15, 16, 10, 9, 10, 11, 10, 10, 6, 5
104, 8, 13, 9, 20, 5, 11, 17, 26, 6, 9, 12, 9, 8, 7, 9, 15, 13, 15, 15, 11, 16, 9, 15, 12, 15, 9, 12, 7, 9, 15, 17, 13, 6, 7, 12, 8, 7, 7, 11, 9, 13, 8, 19, 15, 8, 13, 10, 9, 14, 16, 7, 7, 11, 8, 9, 7, 14, 10, 10, 10, 17, 13, 12, 9, 10, 6, 10, 4, 11, 11, 15, 16, 10, 9, 10, 11, 10, 10, 6, 5
105, 8, 13, 9, 20, 5, 11, 17, 26, 6, 9, 12, 9, 8, 7, 9, 16, 13, 15, 15, 11, 16, 9, 15, 12, 15, 9, 12, 7, 9, 15, 18, 13, 6, 7, 12, 8, 7, 7, 11, 9, 13, 8, 19, 15, 8, 13, 10, 9, 14, 16, 7, 7, 11, 8, 9, 7, 14, 10, 10, 10, 17, 13, 12, 10, 10, 6, 10, 4, 11, 11, 15, 16, 10, 10, 10, 11, 10, 10, 6, 5
106, 8, 13, 9, 20, 5, 11, 17, 26, 6, 9, 12, 9, 8, 7, 9, 16, 13, 15, 15, 11, 16, 9, 15, 12, 15, 9, 12, 7, 9, 15, 18, 13, 6, 7, 12, 8, 7, 7, 11, 9, 13, 8, 20, 15, 8, 13, 10, 9, 14, 17, 7, 7, 11, 8, 9, 7, 15, 10, 10, 10, 17, 13, 12, 10, 10, 6, 10, 5, 11, 11, 15, 16, 10, 10, 11, 11, 10, 10, 6, 5
107, 8, 13, 9, 20, 5, 11, 17, 26, 6, 9, 12, 9, 8, 7, 9, 16, 13, 15, 15, 11, 16, 9, 15, 12, 15, 9, 12, 7, 9, 15, 18, 13, 6, 7, 12, 8, 7, 7, 11, 9, 13, 8, 21, 15, 8, 13, 10, 9, 14, 17, 7, 7, 11, 8, 9, 7, 15, 10, 10, 11, 17, 13, 12, 10, 10, 6, 10, 5, 11, 11, 15, 16, 10, 10, 11, 11, 10, 10, 6, 5
108, 8, 13, 9, 20, 5, 11, 17, 27, 6, 9, 12, 9, 8, 7, 9, 17, 13, 15, 15, 11, 16, 9, 15, 12, 15, 9, 14, 7, 9, 16, 18, 13, 7, 7, 12, 8, 7, 7, 11, 9, 13, 8, 21, 15, 8, 13, 10, 9, 14, 17, 7, 7, 11, 8, 9, 7, 15, 10, 10, 11, 17, 13, 12, 10, 10, 6, 10, 5, 11, 12, 15, 16, 10, 10, 11, 11, 10, 10, 6, 5
109, 8, 13, 9, 20, 5, 11, 17, 27, 6, 9, 12, 9, 8, 7, 9, 18, 13, 15, 15, 11, 16, 9, 15, 12, 15, 9, 14, 7, 9, 17, 18, 13, 7, 7, 12, 8, 7, 7, 11, 9, 13, 8, 21, 16, 8, 14, 10, 9, 14, 17, 7, 7, 11, 8, 10, 7, 15, 10, 10, 11, 17, 13, 12, 10, 10, 6, 10, 5, 11, 12, 15, 16, 10, 10, 11, 11, 10, 10, 6, 5
